transaction_id,customer_id,amount,currency,payment_method,card_bin,issuing_bank,card_type,checkout_abandoned,reached_payment_page,payment_pending,pending_duration_minutes,failed_payment,decline_reason,decline_code,failure_timestamp,day_of_week,day_of_month,is_near_payday,retry_attempt_number,consecutive_failure_count,escalated_to_human,customer_tenure_days,customer_ltv,prior_failed_payments_count,prior_retry_success_rate,retry_timestamp,hours_since_failure,recovered
738070084630,cust_TsmLH747yaUI02,749.15,INR,upi,,,,True,False,False,,False,,,,,,,,,False,133,6887.01,1,0.6,,,True
420813476083,cust_t7GWo8tXRoSCHI,143.52,INR,card,524105,Axis,credit,False,,False,,False,,,,,,,,,False,182,2066.46,2,,,,True
880554109268,cust_kmZkg5MsOYpSTu,1345.69,INR,netbanking,,,,True,True,False,,False,,,,,,,,,False,220,2192.02,1,0.44,,,True
135044050403,cust_VyZ11OolAwXSCh,1962.33,INR,card,524104,Axis,debit,False,,False,,True,insufficient_funds,51,2026-06-24 00:00:00,Wednesday,24.0,False,1.0,1.0,False,298,2446.01,0,0.14,2026-06-27 09:54:00,81.9,True
171666095154,cust_fL41SnlJvhwgAU,466.37,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-06-15 09:00:00,Monday,15.0,False,2.0,2.0,False,24,3805.2,1,0.57,2026-06-22 18:30:00,177.5,True
547523505376,cust_MwzLoePeQjhJlP,1572.28,INR,card,400013,HDFC,debit,False,,False,,True,insufficient_funds,51,2026-07-05 20:00:00,Sunday,5.0,True,5.0,5.0,True,24,3440.39,2,,2026-07-06 02:54:00,6.9,False
777947680961,cust_NRyhGm5kvdgAvv,3171.99,INR,upi,,,,False,,False,,False,,,,,,,,,False,230,432.39,0,0.29,,,True
153886917401,cust_IvriCUHRlT8biS,824.91,INR,upi,,,,True,False,False,,False,,,,,,,,,False,290,8772.0,1,0.54,,,False
568261224221,cust_5NiyGz2vyTU5H0,2851.44,INR,upi,,,,True,False,False,,False,,,,,,,,,False,75,1730.12,0,,,,False
099577677169,cust_CynproQcqPl70A,1962.76,INR,netbanking,,,,False,,False,,False,,,,,,,,,False,133,6665.41,0,0.41,,,True
621748182707,cust_hAEpv1aGhr8wo6,662.43,INR,upi,,,,True,True,False,,False,,,,,,,,,False,68,1069.05,0,0.46,,,True
484309075944,cust_t28DjPPtqoPqcC,3546.1,INR,netbanking,,,,False,,False,,True,insufficient_funds,51,2026-06-29 15:00:00,Monday,29.0,True,1.0,1.0,False,417,2471.67,1,0.07,2026-06-29 15:24:00,0.4,False
051001548674,cust_zAQVVjrjcHFtLk,1174.7,INR,netbanking,,,,False,,True,67.5,False,,,,,,,,,False,184,1364.44,0,0.65,,,False
095929029526,cust_K4Xo8ZnmIm9lt6,712.82,INR,card,524104,Axis,debit,True,False,False,,False,,,,,,,,,False,130,2954.69,2,0.42,,,False
940048949398,cust_qepCYlASNIPUAu,2200.19,INR,card,417612,Kotak,debit,False,,False,,True,insufficient_funds,51,2026-07-28 18:00:00,Tuesday,28.0,True,5.0,5.0,True,41,1158.84,1,0.31,2026-07-28 20:24:00,2.4,False
583057730931,cust_7GtUrMdibKUJDq,1163.43,INR,upi,,,,False,,False,,False,,,,,,,,,False,431,2041.46,1,0.58,,,True
124063411181,cust_XH4PhvHSSNtjNS,3438.49,INR,wallet,,,,False,,False,,False,,,,,,,,,False,31,1046.95,0,,,,True
276979536155,cust_08ymnB5zQLrTVA,957.96,INR,upi,,,,False,,True,7.7,False,,,,,,,,,False,228,3152.47,3,0.93,,,True
499679123806,cust_MrfzxFvQcBHoLI,1335.19,INR,card,508228,ICICI,debit,True,True,False,,False,,,,,,,,,False,1357,967.48,3,0.3,,,False
879249863229,cust_6CWb61Gqh8WYLH,543.33,INR,netbanking,,,,False,,False,,False,,,,,,,,,False,155,3969.59,2,0.46,,,True
208854373479,cust_1onLn25rRlXPQl,1425.18,INR,upi,,,,False,,False,,False,,,,,,,,,False,23,699.78,0,0.2,,,True
474779799319,cust_NLM2om3hvZnNIG,1211.73,INR,card,417612,Kotak,credit,False,,False,,False,,,,,,,,,False,543,7328.51,2,0.93,,,True
377384911206,cust_Dkf0J7ELkpOH3P,3478.49,INR,upi,,,,True,False,False,,False,,,,,,,,,False,3,77.72,4,0.38,,,False
999303753953,cust_aBIT9nYAxpKkLF,1111.66,INR,card,508227,ICICI,credit,False,,False,,False,,,,,,,,,False,247,5902.02,3,0.18,,,True
822751118062,cust_bHdDqMwt5o775U,579.06,INR,upi,,,,False,,True,20.6,False,,,,,,,,,False,679,2973.8,0,0.58,,,False
289833370527,cust_0qxTdtQqzxMZL2,2271.59,INR,card,400012,HDFC,debit,False,,False,,True,insufficient_funds,51,2026-07-09 04:00:00,Thursday,9.0,False,4.0,4.0,True,58,2895.04,1,,2026-07-09 15:30:00,11.5,False
453190749532,cust_XRVkdpGDuAk9Gg,1372.46,INR,upi,,,,True,True,False,,False,,,,,,,,,False,157,1302.23,2,0.37,,,False
185426841198,cust_eECaTPF7zj69pQ,2022.54,INR,upi,,,,False,,False,,False,,,,,,,,,False,1398,1361.57,0,,,,True
437194146410,cust_9yAErgotKXrML6,1157.79,INR,netbanking,,,,True,False,False,,False,,,,,,,,,False,163,2431.26,1,0.08,,,False
607788909366,cust_ztqgoaWWLN6eOI,2551.61,INR,card,508228,ICICI,debit,True,True,False,,False,,,,,,,,,False,506,3104.18,2,0.54,,,True
701481462577,cust_BCzVuB3VGVWVoP,1930.23,INR,upi,,,,True,True,False,,False,,,,,,,,,False,10,5333.73,1,0.55,,,True
560991163171,cust_hZLWumvMi5brH8,2199.86,INR,upi,,,,True,True,False,,False,,,,,,,,,False,300,387.78,0,0.22,,,False
178737938622,cust_E591eUcPZCtXTl,1254.56,INR,card,417612,Kotak,debit,False,,False,,False,,,,,,,,,False,8,2599.84,0,0.41,,,True
861286872314,cust_491H1PszvpejQZ,1119.06,INR,upi,,,,False,,True,16.0,False,,,,,,,,,False,95,2594.87,3,,,,False
940090167151,cust_OiAt6ISoFdSr1u,1029.41,INR,card,400012,HDFC,credit,False,,False,,True,insufficient_funds,51,2026-06-30 06:00:00,Tuesday,30.0,True,2.0,2.0,False,53,7019.54,1,,2026-06-30 13:00:00,7.0,True
133885855979,cust_RFwVYL6s4m8v9K,913.34,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-07-23 13:00:00,Thursday,23.0,False,2.0,2.0,False,12,1861.92,2,0.58,2026-07-25 12:54:00,47.9,False
847287437129,cust_XTXcCi1SreIseG,534.32,INR,wallet,,,,True,False,False,,False,,,,,,,,,False,547,6064.26,0,0.32,,,False
911701621567,cust_7DwEdL0yzHvPvb,1268.69,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-07-25 07:00:00,Saturday,25.0,True,4.0,4.0,True,97,3082.63,1,,2026-07-26 07:30:00,24.5,False
668194386926,cust_AVVbcuNrpPC07n,363.27,INR,card,417612,Kotak,debit,False,,False,,True,insufficient_funds,51,2026-07-13 19:00:00,Monday,13.0,False,1.0,1.0,False,52,2003.73,2,0.24,2026-07-18 16:00:00,117.0,False
810372806253,cust_pX0i9DnJ001EeO,544.45,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-07-28 18:00:00,Tuesday,28.0,True,3.0,3.0,True,107,4311.2,2,,2026-07-29 20:06:00,26.1,False
306234076284,cust_8UpHcTHrrvdxeZ,868.44,INR,card,607332,SBI,credit,True,True,False,,False,,,,,,,,,False,265,6269.86,0,,,,True
035796347059,cust_p0ST9AeqHAlHGM,740.74,INR,card,607331,SBI,debit,False,,False,,False,,,,,,,,,False,259,1219.01,1,0.94,,,True
539544808801,cust_3ExDi6ZWrzQCES,1877.04,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-08-20 06:00:00,Thursday,20.0,False,2.0,2.0,False,157,2147.99,0,,2026-08-20 12:18:00,6.3,False
084161022796,cust_V8eBCe4dhFss5c,3622.62,INR,upi,,,,True,True,False,,False,,,,,,,,,False,138,2084.44,4,0.44,,,False
645521440671,cust_AVVbcuNrpPC07n,1712.66,INR,upi,,,,False,,False,,False,,,,,,,,,False,52,2003.73,1,,,,True
096954538996,cust_j7RF9LXTaqZxUx,328.94,INR,card,524104,Axis,credit,False,,False,,False,,,,,,,,,False,224,1005.83,4,0.42,,,True
319676110108,cust_p2OE64rvC86llE,1847.57,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-07-10 01:00:00,Friday,10.0,False,5.0,5.0,True,173,3842.82,2,0.14,2026-07-12 06:18:00,53.3,False
395494704533,cust_nRmbuqlV9c5JhW,782.44,INR,upi,,,,True,True,False,,False,,,,,,,,,False,64,5352.13,2,0.24,,,True
244394284923,cust_DJiS9HvlxNgbb1,3839.48,INR,card,607332,SBI,debit,False,,False,,True,insufficient_funds,51,2026-06-16 23:00:00,Tuesday,16.0,False,2.0,2.0,False,846,2619.79,1,,2026-06-26 22:06:00,239.1,False
407956941661,cust_MrfzxFvQcBHoLI,147.7,INR,card,508227,ICICI,credit,False,,False,,True,insufficient_funds,51,2026-08-03 11:00:00,Monday,3.0,True,1.0,1.0,False,1357,967.48,1,0.3,2026-08-03 13:18:00,2.3,True
571311422986,cust_5NiyGz2vyTU5H0,1475.26,INR,upi,,,,True,False,False,,False,,,,,,,,,False,75,1730.12,0,0.13,,,False
553394423299,cust_boCJIQxoK07eB1,3012.73,INR,card,607331,SBI,credit,False,,False,,False,,,,,,,,,False,489,2220.44,0,0.16,,,True
639572782428,cust_TwU3C24CXlgJA3,1308.41,INR,card,524104,Axis,debit,True,True,False,,False,,,,,,,,,False,96,1912.61,2,,,,True
255177258685,cust_ShYEvpJWNCpNrz,2341.85,INR,card,508227,ICICI,debit,False,,False,,False,,,,,,,,,False,279,2315.14,3,0.33,,,True
974018743832,cust_5U3PyeippVgDWn,1274.5,INR,card,417612,Kotak,debit,False,,False,,True,insufficient_funds,51,2026-08-11 10:00:00,Tuesday,11.0,False,1.0,1.0,False,475,4894.35,2,0.28,2026-08-12 01:48:00,15.8,False
003583072008,cust_Cq1jCsDsQPq1Vs,2275.34,INR,card,400012,HDFC,credit,False,,False,,True,insufficient_funds,51,2026-07-15 10:00:00,Wednesday,15.0,False,2.0,2.0,False,340,5084.14,0,,2026-07-15 19:00:00,9.0,False
333733364099,cust_PmkMGS6UmxUUy1,1140.12,INR,netbanking,,,,False,,False,,False,,,,,,,,,False,11,2573.64,2,0.23,,,True
692322330253,cust_CTVXhKS5ZeJcTA,3529.18,INR,card,508227,ICICI,credit,False,,False,,False,,,,,,,,,False,148,5051.56,0,,,,True
161814146024,cust_O3BqXaH4fnpixd,384.25,INR,card,417612,Kotak,debit,False,,False,,True,insufficient_funds,51,2026-08-19 05:00:00,Wednesday,19.0,False,5.0,5.0,True,301,8635.24,0,,2026-08-22 08:48:00,75.8,False
599371835086,cust_HGbJEvqjsaHn6i,394.09,INR,card,607331,SBI,credit,False,,False,,True,insufficient_funds,51,2026-06-19 18:00:00,Friday,19.0,False,1.0,1.0,False,66,1575.8,2,0.07,2026-06-19 19:42:00,1.7,False
293802789186,cust_XDWUGcrs3Il1Rr,1421.85,INR,card,607331,SBI,credit,False,,False,,False,,,,,,,,,False,60,2894.92,1,,,,True
777711962114,cust_3sf3xqmHuK98yH,2933.73,INR,card,400012,HDFC,debit,False,,False,,True,insufficient_funds,51,2026-07-20 16:00:00,Monday,20.0,False,3.0,3.0,True,4,4277.08,1,0.31,2026-07-21 04:54:00,12.9,False
224066449081,cust_uugZfexMlWSlZX,2536.07,INR,upi,,,,False,,False,,False,,,,,,,,,False,802,2197.98,1,,,,True
382716209975,cust_8lUj7mZKcwCNAN,322.95,INR,netbanking,,,,False,,False,,False,,,,,,,,,False,83,512.84,0,0.31,,,True
102970549787,cust_QThIOrrDZhZMa4,1591.22,INR,card,508227,ICICI,debit,True,False,False,,False,,,,,,,,,False,572,4326.84,0,0.64,,,False
280879284719,cust_1DS7IQXJVZEgET,1377.07,INR,card,607332,SBI,debit,True,False,False,,False,,,,,,,,,False,183,1528.54,3,0.53,,,False
689123628474,cust_gswSijYqDydnbU,6331.04,INR,card,400012,HDFC,debit,False,,False,,False,,,,,,,,,False,276,5079.97,1,0.74,,,True
309733579712,cust_HMukeuXHDcZeZO,5459.95,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-07-04 22:00:00,Saturday,4.0,True,4.0,4.0,False,51,3156.84,1,0.45,2026-07-04 23:24:00,1.4,True
470110059069,cust_5aWKOeDlDs7a1B,985.65,INR,card,524104,Axis,debit,False,,False,,True,insufficient_funds,51,2026-06-29 16:00:00,Monday,29.0,True,2.0,2.0,False,54,890.78,1,0.34,2026-07-01 13:54:00,45.9,False
408206211966,cust_pIscsgA5qkFcCg,2462.81,INR,upi,,,,True,False,False,,False,,,,,,,,,False,670,6348.92,1,0.26,,,False
781119972510,cust_73LlLixHHMJi0C,575.23,INR,card,400013,HDFC,debit,False,,False,,False,,,,,,,,,False,371,2217.56,1,0.34,,,True
338568117682,cust_8fWha6AS6gwobj,1585.33,INR,card,417612,Kotak,credit,False,,False,,True,insufficient_funds,51,2026-06-18 05:00:00,Thursday,18.0,False,2.0,2.0,False,635,1548.22,3,0.31,2026-06-18 20:54:00,15.9,False
555532018635,cust_i6QCCfoaS08BDv,370.29,INR,card,607331,SBI,credit,False,,False,,True,insufficient_funds,51,2026-07-08 08:00:00,Wednesday,8.0,False,4.0,4.0,True,62,3206.5,0,0.53,2026-07-08 16:06:00,8.1,False
469362953219,cust_MTZPSOldB5Prcx,1192.27,INR,card,508227,ICICI,credit,False,,False,,False,,,,,,,,,False,378,4192.3,1,0.75,,,True
500351603715,cust_kU39V3WL64ZOtI,2460.96,INR,card,417612,Kotak,debit,False,,False,,True,insufficient_funds,51,2026-06-07 18:00:00,Sunday,7.0,False,1.0,1.0,False,154,1535.91,4,0.69,2026-06-08 00:18:00,6.3,False
137744471487,cust_ph8ucIy5dcqscO,903.84,INR,card,417612,Kotak,credit,False,,False,,True,insufficient_funds,51,2026-08-21 12:00:00,Friday,21.0,False,2.0,2.0,False,77,2566.72,0,0.29,2026-09-05 11:48:00,359.8,False
660631725805,cust_zON34n2vZC1z6d,2858.86,INR,upi,,,,False,,False,,False,,,,,,,,,False,242,6589.38,0,0.24,,,True
180808732687,cust_zNTUcUUGtW2yd0,1261.5,INR,card,417612,Kotak,credit,False,,False,,False,,,,,,,,,False,168,778.12,3,0.46,,,True
920713503318,cust_ohNkyAxrVJ7UFF,1429.68,INR,card,417612,Kotak,credit,False,,False,,False,,,,,,,,,False,7,5011.83,2,,,,True
452337349337,cust_nRmbuqlV9c5JhW,690.46,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-07-24 14:00:00,Friday,24.0,False,1.0,1.0,False,64,5352.13,0,,2026-07-28 12:42:00,94.7,False
261198110601,cust_eWR4rMMyY1jeio,884.79,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-07-08 13:00:00,Wednesday,8.0,False,1.0,1.0,False,271,7144.99,1,0.41,2026-07-10 00:42:00,35.7,False
717995880848,cust_vMLBl0wh7UTOMS,2528.71,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-07-28 11:00:00,Tuesday,28.0,True,4.0,4.0,False,491,1186.18,1,0.7,2026-07-28 16:24:00,5.4,True
565565170244,cust_GLvlQjOOqWqdfl,896.72,INR,upi,,,,False,,False,,False,,,,,,,,,False,445,5338.27,0,0.32,,,True
031135103082,cust_qzYh54tef4Ezn2,3795.31,INR,netbanking,,,,False,,False,,False,,,,,,,,,False,739,3025.53,3,,,,True
503698665603,cust_eLU6Pq5YhRjGHz,564.45,INR,card,417612,Kotak,debit,True,False,False,,False,,,,,,,,,False,309,1359.85,3,0.37,,,False
815885868284,cust_rMuyDG2LUcQ1gn,181.6,INR,upi,,,,False,,False,,False,,,,,,,,,False,201,483.69,1,0.22,,,True
689977142591,cust_px4GFJLgyQYXZj,530.05,INR,card,524104,Axis,debit,False,,False,,True,insufficient_funds,51,2026-07-14 08:00:00,Tuesday,14.0,False,1.0,1.0,False,96,1559.04,0,,2026-07-17 07:12:00,71.2,False
971687284685,cust_E7EqXT4yLALjlB,1518.32,INR,upi,,,,True,True,False,,False,,,,,,,,,False,159,7851.36,0,0.32,,,True
790943646350,cust_zNTUcUUGtW2yd0,2036.25,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-06-04 00:00:00,Thursday,4.0,True,1.0,1.0,False,168,778.12,2,0.46,2026-06-04 16:06:00,16.1,True
882016919635,cust_O3BqXaH4fnpixd,541.94,INR,netbanking,,,,False,,False,,True,insufficient_funds,51,2026-07-29 11:00:00,Wednesday,29.0,True,2.0,2.0,False,301,8635.24,2,0.26,2026-07-29 20:24:00,9.4,False
652616981339,cust_2wMxmcAuleKff6,2565.85,INR,upi,,,,False,,False,,False,,,,,,,,,False,431,776.68,0,0.34,,,True
763814355932,cust_kXnOk9Om3TtumD,1470.45,INR,upi,,,,False,,True,20.7,False,,,,,,,,,False,1368,3170.38,0,0.54,,,False
604218024745,cust_8wwGuXo1niyNQk,811.13,INR,card,417612,Kotak,credit,False,,False,,False,,,,,,,,,False,648,1240.09,3,,,,True
007464568229,cust_CHypcq2Jj5CIod,148.35,INR,netbanking,,,,False,,False,,False,,,,,,,,,False,376,3262.06,0,0.6,,,True
881424933581,cust_kXXkCrn1AaUoG4,380.13,INR,card,524104,Axis,credit,False,,False,,True,insufficient_funds,51,2026-08-26 02:00:00,Wednesday,26.0,True,1.0,1.0,False,2258,3819.91,3,0.57,2026-08-26 02:36:00,0.6,False
206653091803,cust_X3thTnZjX8vJp3,898.87,INR,card,417612,Kotak,debit,False,,False,,False,,,,,,,,,False,352,328.16,2,0.57,,,True
052831255588,cust_4CnEFxsRuYiTlY,2358.36,INR,upi,,,,False,,False,,False,,,,,,,,,False,148,5283.8,1,,,,True
652548713921,cust_YJUBYS7iOesa6J,1411.23,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-06-23 20:00:00,Tuesday,23.0,False,3.0,3.0,True,883,1073.38,0,0.41,2026-06-25 19:36:00,47.6,False
902677458560,cust_NfjhZt0gDdgbQz,1435.76,INR,card,400014,HDFC,credit,True,False,False,,False,,,,,,,,,False,848,2764.81,1,0.38,,,False
714589455470,cust_zGsHHGMMQgMrSC,1757.82,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-07-02 09:00:00,Thursday,2.0,True,2.0,2.0,False,1,405.5,0,,2026-07-03 16:48:00,31.8,False
188062360229,cust_woEBzppVyzWKvr,1997.62,INR,card,524104,Axis,credit,False,,False,,False,,,,,,,,,False,68,4762.18,4,,,,True
469598330171,cust_47dsR8W1fVrYDo,6380.94,INR,upi,,,,True,True,False,,False,,,,,,,,,False,146,1795.87,3,,,,False
443419163266,cust_uIXXKBqy5kL386,2977.64,INR,upi,,,,False,,False,,False,,,,,,,,,False,123,1831.01,0,,,,True
239327324188,cust_gXJm4fsJzTjeux,1589.75,INR,card,400013,HDFC,debit,False,,False,,True,insufficient_funds,51,2026-07-19 10:00:00,Sunday,19.0,False,2.0,2.0,False,337,491.47,2,,2026-07-21 00:06:00,38.1,True
927218807369,cust_9X14XqphoVLhgt,2934.74,INR,netbanking,,,,True,False,False,,False,,,,,,,,,False,93,2832.69,1,,,,True
727194426765,cust_aKkhX0qbRm519x,1851.52,INR,upi,,,,True,True,False,,False,,,,,,,,,False,190,1820.86,1,0.17,,,False
153637349330,cust_brEiDhfjJUgHMk,1697.51,INR,card,400014,HDFC,debit,False,,False,,False,,,,,,,,,False,286,5509.56,0,0.71,,,True
352422327287,cust_XH4PhvHSSNtjNS,2363.81,INR,card,417612,Kotak,credit,False,,False,,True,insufficient_funds,51,2026-08-19 19:00:00,Wednesday,19.0,False,5.0,5.0,True,31,1046.95,1,0.5,2026-08-21 10:00:00,39.0,False
579428602501,cust_3kzGLg8KhtetlO,586.5,INR,card,400012,HDFC,debit,False,,False,,True,insufficient_funds,51,2026-07-24 15:00:00,Friday,24.0,False,2.0,2.0,False,444,2896.8,1,0.48,2026-07-27 08:06:00,65.1,True
269940451907,cust_cXoalVfd51dVL5,2310.0,INR,upi,,,,False,,False,,False,,,,,,,,,False,407,1176.16,1,0.17,,,True
125163164823,cust_62N65om48MrKYa,477.69,INR,upi,,,,False,,False,,False,,,,,,,,,False,92,3685.27,2,,,,True
851514428474,cust_7vwNXFsPzn3LuI,1256.7,INR,netbanking,,,,True,True,False,,False,,,,,,,,,False,449,4269.7,0,0.06,,,False
539928162372,cust_GSdUDtptDMIteN,3635.15,INR,card,524104,Axis,debit,False,,False,,False,,,,,,,,,False,369,2965.93,2,0.29,,,True
155455297175,cust_K67uyL2GKeSm4Q,2889.07,INR,upi,,,,True,False,False,,False,,,,,,,,,False,469,2420.89,1,0.47,,,False
226375569864,cust_rf19FGrXuKuKb8,4874.55,INR,card,524105,Axis,credit,False,,False,,False,,,,,,,,,False,570,2660.72,0,0.16,,,True
373597801457,cust_XmpmdeAiAgR8By,2989.79,INR,netbanking,,,,False,,False,,False,,,,,,,,,False,181,3452.56,2,,,,True
256940035299,cust_IzXnnkQyBD3bH4,4160.94,INR,upi,,,,False,,False,,False,,,,,,,,,False,132,1004.83,0,0.24,,,True
724853507625,cust_PgiI7DqZhmK5WI,2421.31,INR,netbanking,,,,False,,True,6.2,False,,,,,,,,,False,261,3949.14,1,0.36,,,True
102945295807,cust_yEt5DgOvdOVkXu,1338.41,INR,upi,,,,False,,True,4.8,False,,,,,,,,,False,352,5784.93,1,0.13,,,True
114035442836,cust_CQ8jiwCT6AWRYM,1073.7,INR,upi,,,,True,False,False,,False,,,,,,,,,False,64,2748.05,0,,,,False
507908313715,cust_bKI6Ukby24QtQI,712.08,INR,card,508227,ICICI,credit,False,,False,,False,,,,,,,,,False,530,1713.8,2,0.65,,,True
363170058787,cust_JMlvoKveuvb5in,2107.52,INR,card,400012,HDFC,credit,False,,False,,True,insufficient_funds,51,2026-07-09 11:00:00,Thursday,9.0,False,1.0,1.0,False,245,460.46,2,0.61,2026-07-17 04:36:00,185.6,True
244997527142,cust_p2OE64rvC86llE,3967.43,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-07-03 06:00:00,Friday,3.0,True,2.0,2.0,False,173,3842.82,2,0.14,2026-07-04 22:42:00,40.7,False
552267659984,cust_sxFr4viogWMJh1,2814.88,INR,upi,,,,True,False,False,,False,,,,,,,,,False,784,1451.92,2,0.56,,,False
260333553713,cust_eHV1Zjj3wdslvf,1247.37,INR,card,524104,Axis,debit,False,,False,,False,,,,,,,,,False,164,1868.8,0,0.48,,,True
894101596432,cust_urTBZeOc6NSGww,719.08,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-06-10 12:00:00,Wednesday,10.0,False,1.0,1.0,False,12,2937.52,2,,2026-06-19 05:30:00,209.5,True
320740194962,cust_UcCpK3Ku0QLgcY,1804.9,INR,netbanking,,,,False,,False,,False,,,,,,,,,False,175,3036.13,1,0.54,,,True
628031150422,cust_fSrYyO9TUOJJEk,733.45,INR,card,417612,Kotak,debit,False,,False,,False,,,,,,,,,False,106,941.23,1,,,,True
222172320474,cust_TxUiMNf1GPUdsd,1128.57,INR,card,524104,Axis,debit,True,False,False,,False,,,,,,,,,False,18,1289.61,1,0.27,,,True
158957873828,cust_l21E3auTTMxe9a,955.01,INR,upi,,,,False,,False,,False,,,,,,,,,False,16,3078.69,2,0.36,,,True
814480989977,cust_a9ULpN2xzKKZGU,1037.04,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-07-29 04:00:00,Wednesday,29.0,True,4.0,4.0,False,62,1242.73,0,0.3,2026-07-30 03:30:00,23.5,True
703255045479,cust_gz65P2OHyUkYuO,307.75,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-08-07 05:00:00,Friday,7.0,False,4.0,4.0,True,257,160.57,2,,2026-08-08 13:42:00,32.7,False
