transaction_id,customer_id,amount,currency,payment_method,card_bin,issuing_bank,card_type,checkout_abandoned,reached_payment_page,payment_pending,pending_duration_minutes,failed_payment,decline_reason,decline_code,failure_timestamp,day_of_week,day_of_month,is_near_payday,retry_attempt_number,consecutive_failure_count,escalated_to_human,customer_tenure_days,customer_ltv,prior_failed_payments_count,prior_retry_success_rate,retry_timestamp,hours_since_failure,payment_status,recovered
828789869659,cust_52AjG8R9he60dL,3521.35,INR,upi,,,,False,,False,,False,,,,,,,,,False,116,315.81,3,,,,success,False
395324432173,cust_2TtwWZqbRzOsDh,2110.61,INR,netbanking,,,,False,,False,,False,,,,,,,,,False,248,1573.77,2,,,,success,False
021538982486,cust_zXx5J93nCIjer1,1133.33,INR,netbanking,,,,False,,False,,False,,,,,,,,,False,95,478.32,1,0.19,,,success,False
138706691815,cust_lxyLoQsVckOXGM,1237.71,INR,card,607331,SBI,debit,False,,False,,False,,,,,,,,,False,263,1331.25,0,0.35,,,success,False
100952964031,cust_1VfzMxaLoQIc0A,497.51,INR,card,524105,Axis,credit,True,True,False,,False,,,,,,,,,False,19,3717.69,0,,,,unrecovered,False
599453226783,cust_rSZUwrRJ2BufAz,59.9,INR,upi,,,,True,True,False,,False,,,,,,,,,False,66,8016.02,0,0.4,,,recovered,True
289822020434,cust_UsphNdw4nI9sQC,3151.91,INR,card,607331,SBI,credit,False,,False,,False,,,,,,,,,False,67,2098.14,1,0.05,,,success,False
260115602711,cust_v6qmuDfGo0nyUW,518.63,INR,card,417612,Kotak,credit,True,False,False,,False,,,,,,,,,False,308,8097.89,3,0.62,,,unrecovered,False
723386446726,cust_B8ieO5Il0GN9jL,353.7,INR,upi,,,,False,,False,,False,,,,,,,,,False,89,5615.95,1,0.26,,,success,False
432323741157,cust_VhYwlFfPsDw1Qg,933.39,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-07-01 01:00:00,Wednesday,1.0,True,1.0,1.0,False,65,379.9,1,0.18,2026-07-01 02:12:00,1.2,recovered,True
063970996363,cust_FWvhNvoRMxq8dK,181.45,INR,card,607331,SBI,credit,False,,False,,False,,,,,,,,,False,826,1682.34,1,0.14,,,success,False
690356445336,cust_d4Be0xFFSYpXzR,1495.18,INR,netbanking,,,,False,,False,,True,card_limit_exceeded,61,2026-05-31 08:00:00,Sunday,31.0,True,1.0,1.0,False,644,4727.4,1,0.02,2026-06-01 13:00:00,29.0,unrecovered,False
798934802097,cust_GadS1etbXKykET,2541.36,INR,card,524104,Axis,credit,True,False,False,,False,,,,,,,,,False,362,1569.46,0,,,,unrecovered,False
000458107470,cust_RNIugGa7WlMAHm,1128.4,INR,card,508227,ICICI,debit,False,,False,,False,,,,,,,,,False,228,3114.52,1,0.19,,,success,False
519965345217,cust_RNN7tYwcGacJyP,1866.38,INR,card,508227,ICICI,credit,False,,False,,False,,,,,,,,,False,108,921.33,0,,,,success,False
246304249528,cust_whLTXffwbVNAq7,1561.77,INR,card,508228,ICICI,credit,False,,False,,False,,,,,,,,,False,1068,1663.33,0,0.77,,,success,False
883751292925,cust_qhPic6n6D6a9Qq,736.54,INR,netbanking,,,,False,,True,5.8,False,,,,,,,,,False,43,5206.32,0,,,,recovered,True
295540869273,cust_TrffpYX12l3P8d,319.02,INR,netbanking,,,,False,,False,,False,,,,,,,,,False,62,3828.81,0,0.33,,,success,False
083173461995,cust_KtKX9niq0wOBTQ,1908.31,INR,netbanking,,,,False,,False,,True,insufficient_funds,51,2026-03-05 14:00:00,Thursday,5.0,True,2.0,2.0,False,281,1508.46,2,0.71,2026-03-06 05:30:00,15.5,recovered,True
322037696348,cust_r6u0yQQDhFGQKw,562.08,INR,card,417612,Kotak,credit,False,,False,,True,card_limit_exceeded,61,2026-03-14 18:00:00,Saturday,14.0,False,1.0,1.0,False,228,3101.98,2,0.44,2026-03-15 03:06:00,9.1,unrecovered,False
323382304366,cust_FTZKmUBDYTZUXz,1799.52,INR,netbanking,,,,True,True,False,,False,,,,,,,,,False,176,979.95,1,0.06,,,unrecovered,False
193225320812,cust_NAeX0JUNnzENXP,1426.9,INR,upi,,,,False,,False,,False,,,,,,,,,False,702,3407.86,0,,,,success,False
568720396264,cust_fpRckYowX2rAXI,1551.7,INR,netbanking,,,,False,,False,,False,,,,,,,,,False,627,3719.6,0,0.23,,,success,False
164833417036,cust_lu4oILNaVoaRXy,1320.54,INR,card,508227,ICICI,debit,False,,False,,True,insufficient_funds,51,2026-04-03 06:00:00,Friday,3.0,True,1.0,1.0,False,271,1937.94,2,0.27,2026-04-04 11:54:00,29.9,unrecovered,False
992667519054,cust_BiPOGsv55C8YTw,3561.45,INR,upi,,,,False,,False,,False,,,,,,,,,False,1066,2740.15,0,,,,success,False
958977575865,cust_rutlLZxv1SeLh2,658.93,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-06-17 06:00:00,Wednesday,17.0,False,3.0,3.0,True,463,1447.98,2,0.72,2026-06-17 15:24:00,9.4,escalated,False
989559894052,cust_0o2vVY2QUbtXQk,2655.56,INR,card,508228,ICICI,debit,False,,False,,False,,,,,,,,,False,212,3276.85,4,,,,success,False
760823152955,cust_wNCPlgTeFUrkor,1626.31,INR,upi,,,,False,,False,,True,server_timeout,TO1,2026-06-11 11:00:00,Thursday,11.0,False,1.0,1.0,False,480,5582.33,1,0.3,2026-06-11 18:18:00,7.3,unrecovered,False
258813509763,cust_tY6p0pDCVsQxwa,747.23,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-04-25 20:00:00,Saturday,25.0,True,3.0,3.0,False,433,1326.23,0,,2026-04-26 03:18:00,7.3,recovered,True
028009635938,cust_W8pQzxFl8iQBb5,1936.2,INR,card,607332,SBI,credit,False,,False,,False,,,,,,,,,False,157,1917.44,0,0.23,,,success,False
300589463833,cust_GDWNLsVS7Qu8xz,3938.38,INR,card,607331,SBI,credit,False,,False,,True,server_timeout,TO1,2026-04-06 12:00:00,Monday,6.0,False,2.0,2.0,False,43,3952.69,0,0.31,2026-04-07 00:18:00,12.3,unrecovered,False
702700061886,cust_NaQNpUcpvjV21J,4413.36,INR,netbanking,,,,False,,False,,False,,,,,,,,,False,696,2266.96,0,0.14,,,success,False
648959234704,cust_WyWjUZC554ONuJ,936.52,INR,netbanking,,,,False,,False,,False,,,,,,,,,False,18,4019.19,0,0.15,,,success,False
074943849135,cust_gswSijYqDydnbU,1222.5,INR,upi,,,,True,True,False,,False,,,,,,,,,False,276,5079.97,3,0.74,,,unrecovered,False
087911901473,cust_OiLiRhd1gWlkBQ,3015.34,INR,wallet,,,,True,False,False,,False,,,,,,,,,False,225,920.42,1,0.52,,,unrecovered,False
163752115514,cust_IGZGj37029384H,634.91,INR,card,417612,Kotak,debit,False,,False,,False,,,,,,,,,False,518,1426.9,3,0.67,,,success,False
072689478624,cust_tykuWaEqljtz9F,394.14,INR,card,417612,Kotak,debit,False,,False,,True,server_timeout,TO1,2026-04-11 06:00:00,Saturday,11.0,False,2.0,2.0,False,5,4778.2,0,0.52,2026-04-18 10:36:00,172.6,unrecovered,False
325845039352,cust_GourIVc4N0CMWp,1235.81,INR,card,400014,HDFC,credit,False,,False,,True,insufficient_funds,51,2026-04-09 05:00:00,Thursday,9.0,False,1.0,1.0,False,161,823.83,2,,2026-04-12 11:24:00,78.4,unrecovered,False
857895742462,cust_rJKrbD5pl9dNqS,925.36,INR,card,417612,Kotak,credit,False,,False,,False,,,,,,,,,False,328,257.0,1,0.52,,,success,False
345852007110,cust_RCLuPUw8ffAw7h,507.53,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-04-12 02:00:00,Sunday,12.0,False,1.0,1.0,False,297,1111.06,2,0.17,2026-04-14 16:36:00,62.6,unrecovered,False
859514954069,cust_Vq0Obr4GIt6ibW,1103.04,INR,card,607331,SBI,debit,True,False,False,,False,,,,,,,,,False,593,978.27,2,,,,recovered,True
257175730046,cust_vA4olAPxS7naXV,1341.7,INR,netbanking,,,,False,,False,,False,,,,,,,,,False,1032,4967.42,1,0.29,,,success,False
896820400012,cust_RTkAxkNhQaS0nt,1197.0,INR,card,607332,SBI,credit,False,,False,,True,card_limit_exceeded,61,2026-03-17 16:00:00,Tuesday,17.0,False,1.0,1.0,False,2,1079.36,0,0.52,2026-03-21 16:30:00,96.5,recovered,True
781972604625,cust_NQ6RifapBwYhSd,1264.23,INR,card,524104,Axis,credit,False,,False,,True,card_expired,54,2026-03-04 15:00:00,Wednesday,4.0,True,1.0,1.0,False,105,4339.91,2,0.63,,,unrecovered,False
039836971520,cust_mbIlC5vLNTj6V6,467.33,INR,card,400013,HDFC,debit,True,False,False,,False,,,,,,,,,False,528,2834.18,0,0.19,,,unrecovered,False
348816696220,cust_21EjS1o3LwSei1,4287.09,INR,upi,,,,False,,True,12.1,False,,,,,,,,,False,147,1636.6,0,0.12,,,unrecovered,False
337806720575,cust_jk6yU2SSrWTEST,3962.87,INR,netbanking,,,,False,,False,,False,,,,,,,,,False,93,8422.14,0,,,,success,False
667094666586,cust_MXB2kWLCTEdsQ6,5680.92,INR,upi,,,,False,,False,,False,,,,,,,,,False,80,1429.78,1,0.62,,,success,False
535015496550,cust_SlornS9adeUZi6,1879.39,INR,netbanking,,,,False,,True,110.0,False,,,,,,,,,False,1213,2462.37,1,0.48,,,unrecovered,False
691808405848,cust_1ly8WxjOrOnWgt,920.74,INR,upi,,,,False,,False,,False,,,,,,,,,False,47,2713.28,1,,,,success,False
141259363680,cust_vmet4PzcJid86y,1146.61,INR,card,607331,SBI,credit,True,False,False,,False,,,,,,,,,False,19,759.28,1,,,,unrecovered,False
937505606748,cust_BazQJm49KcccPe,1223.39,INR,card,524104,Axis,credit,False,,False,,False,,,,,,,,,False,98,7179.71,2,,,,success,False
128844195210,cust_lnBcwD3nznX8BB,807.14,INR,wallet,,,,False,,False,,False,,,,,,,,,False,62,1843.16,1,0.46,,,success,False
721316653028,cust_J8TZ0srd6Z9ngx,2772.03,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-07-12 23:00:00,Sunday,12.0,False,2.0,2.0,False,114,5873.67,2,,2026-07-13 05:12:00,6.2,unrecovered,False
015201789154,cust_Dgd7fpYUpJV0bg,1420.91,INR,upi,,,,False,,False,,False,,,,,,,,,False,613,2221.38,1,,,,success,False
612124900361,cust_tCFcSQi9qjFky2,2853.74,INR,card,524104,Axis,debit,False,,False,,False,,,,,,,,,False,31,8557.92,1,,,,success,False
397724105817,cust_OmOt7UtML9WEBH,1086.04,INR,card,508227,ICICI,credit,False,,False,,False,,,,,,,,,False,177,2680.78,1,0.18,,,success,False
332509492327,cust_P9EmOxgSNSolg3,1916.81,INR,wallet,,,,True,False,False,,False,,,,,,,,,False,106,742.03,1,,,,unrecovered,False
889750485589,cust_wNkKTqHt66Y97C,1390.9,INR,card,524105,Axis,credit,False,,False,,False,,,,,,,,,False,492,1416.59,2,0.48,,,success,False
124605098265,cust_SzeBpPU299LO8U,987.78,INR,card,607332,SBI,debit,False,,False,,False,,,,,,,,,False,164,3731.05,1,0.74,,,success,False
065579558479,cust_SwuLkI61lVDTFm,1069.49,INR,upi,,,,False,,False,,True,risk_hold,59,2026-07-27 17:00:00,Monday,27.0,True,1.0,1.0,False,304,5275.08,1,,2026-07-28 03:12:00,10.2,recovered,True
317692091580,cust_ApKdix0zjwz3Pw,269.18,INR,card,417612,Kotak,credit,False,,False,,False,,,,,,,,,False,301,7371.82,2,0.67,,,success,False
801786247518,cust_CfylZaa3hyzQEX,1451.96,INR,card,524104,Axis,debit,True,True,False,,False,,,,,,,,,False,43,4073.58,0,0.22,,,unrecovered,False
719187689730,cust_RCLuPUw8ffAw7h,585.75,INR,upi,,,,False,,False,,False,,,,,,,,,False,297,1111.06,0,,,,success,False
143857590925,cust_J9AmdskrrK9CDF,2335.08,INR,upi,,,,False,,False,,False,,,,,,,,,False,153,2136.09,4,0.4,,,success,False
445117391332,cust_ghqLo784tO5awd,2360.07,INR,card,417612,Kotak,debit,False,,False,,True,insufficient_funds,51,2026-04-22 16:00:00,Wednesday,22.0,False,1.0,1.0,False,579,2740.91,0,0.4,2026-04-25 10:54:00,66.9,unrecovered,False
858209401304,cust_awj1FgCN13dCE5,901.89,INR,netbanking,,,,True,True,False,,False,,,,,,,,,False,317,4829.32,1,,,,recovered,True
167981603709,cust_qWJlhAEDUcOuX3,399.67,INR,upi,,,,True,False,False,,False,,,,,,,,,False,663,3571.86,1,0.39,,,unrecovered,False
917054713038,cust_Dbtqcv7K62Hu3c,167.33,INR,upi,,,,False,,True,3.3,False,,,,,,,,,False,293,5414.38,2,0.31,,,recovered,True
225790345315,cust_vBYsjQkvFOQQdp,308.95,INR,upi,,,,False,,False,,False,,,,,,,,,False,74,5732.44,0,0.15,,,success,False
747779142554,cust_UVB0BEvbjlFyoA,367.46,INR,netbanking,,,,True,False,False,,False,,,,,,,,,False,63,7169.69,1,0.26,,,unrecovered,False
330497450442,cust_5nzCcmeWmUVA3L,933.67,INR,netbanking,,,,False,,False,,True,insufficient_funds,51,2026-07-17 14:00:00,Friday,17.0,False,3.0,3.0,True,528,1574.86,1,0.29,2026-07-19 21:24:00,55.4,escalated,False
102450243315,cust_1sIDvR8PtRSAKP,484.49,INR,card,524104,Axis,credit,False,,False,,False,,,,,,,,,False,35,5900.92,3,0.8,,,success,False
117714486511,cust_zu1XnIxxwKgTli,1055.83,INR,card,400013,HDFC,credit,False,,False,,False,,,,,,,,,False,847,8693.82,1,0.13,,,success,False
008973112287,cust_EYnFoEPv8fNc8D,5019.56,INR,card,607332,SBI,credit,False,,False,,False,,,,,,,,,False,607,6871.02,2,0.32,,,success,False
248007023935,cust_QiWK3i5Dqo96P9,845.05,INR,upi,,,,True,True,False,,False,,,,,,,,,False,134,338.44,4,0.25,,,recovered,True
248443439897,cust_uIXXKBqy5kL386,978.2,INR,card,524104,Axis,credit,False,,False,,True,card_limit_exceeded,61,2026-03-12 04:00:00,Thursday,12.0,False,1.0,1.0,False,123,1831.01,1,0.84,2026-03-15 08:18:00,76.3,recovered,True
779923119237,cust_LwOc54ad56YhML,497.09,INR,upi,,,,False,,False,,True,card_expired,54,2026-03-21 03:00:00,Saturday,21.0,False,1.0,1.0,False,38,1488.52,1,,,,unrecovered,False
261302536835,cust_lYClZUNqrNEpMd,321.4,INR,upi,,,,False,,False,,False,,,,,,,,,False,320,1042.41,0,0.16,,,success,False
540253652424,cust_chtqMfDakK960M,1261.26,INR,card,607332,SBI,debit,False,,False,,False,,,,,,,,,False,662,901.51,1,0.49,,,success,False
705409369929,cust_zON34n2vZC1z6d,3216.73,INR,card,417612,Kotak,debit,False,,False,,True,insufficient_funds,51,2026-03-10 17:00:00,Tuesday,10.0,False,2.0,2.0,False,242,6589.38,2,,2026-03-15 05:12:00,108.2,unrecovered,False
681760633990,cust_TOcBuxzXEeQAl4,551.24,INR,upi,,,,True,True,False,,False,,,,,,,,,False,462,4388.98,4,0.56,,,unrecovered,False
839369379061,cust_ZSQwWP0rJ2w65Y,1239.95,INR,card,508228,ICICI,debit,True,False,False,,False,,,,,,,,,False,400,1823.54,2,0.59,,,unrecovered,False
106725613538,cust_gqAnqxWr2p1uYt,2705.29,INR,wallet,,,,False,,False,,False,,,,,,,,,False,527,1122.12,1,0.33,,,success,False
664104089108,cust_Imixs6yzAnZ1Hj,973.84,INR,card,417612,Kotak,debit,True,False,False,,False,,,,,,,,,False,485,898.69,3,0.75,,,unrecovered,False
312012883836,cust_KwYP26iDDNgQbD,710.78,INR,card,417612,Kotak,debit,False,,False,,True,insufficient_funds,51,2026-07-18 17:00:00,Saturday,18.0,False,1.0,1.0,False,344,2642.79,3,0.96,2026-07-20 00:00:00,31.0,recovered,True
118807832633,cust_f49ZbxE6MM0vcR,313.21,INR,upi,,,,False,,False,,True,card_limit_exceeded,61,2026-06-14 16:00:00,Sunday,14.0,False,2.0,2.0,False,87,2314.22,0,,2026-06-17 02:36:00,58.6,unrecovered,False
989022803094,cust_0qxTdtQqzxMZL2,1225.87,INR,upi,,,,True,False,False,,False,,,,,,,,,False,58,2895.04,0,0.35,,,unrecovered,False
075529364045,cust_ofRBL574U4RvDX,884.18,INR,card,508228,ICICI,debit,True,False,False,,False,,,,,,,,,False,552,858.94,0,0.18,,,unrecovered,False
269928356433,cust_uHW07jADh08TWq,614.75,INR,card,607332,SBI,debit,False,,False,,False,,,,,,,,,False,436,1035.68,4,0.57,,,success,False
559980193569,cust_Ec99ENQ522WJzr,4677.83,INR,upi,,,,False,,False,,True,insufficient_funds,51,2026-06-19 18:00:00,Friday,19.0,False,2.0,2.0,False,207,945.12,3,0.28,2026-06-22 06:00:00,60.0,recovered,True
754126537341,cust_9jv3Sc6XycGUwR,2079.73,INR,netbanking,,,,True,False,False,,False,,,,,,,,,False,205,1185.4,2,0.17,,,unrecovered,False
777632534100,cust_EZQsHwohBdtSYy,2261.55,INR,netbanking,,,,False,,False,,False,,,,,,,,,False,17,3766.0,2,0.24,,,success,False
387822895717,cust_tjjJsccBzyawW5,1420.52,INR,upi,,,,True,False,False,,False,,,,,,,,,False,278,2939.96,1,,,,unrecovered,False
783680054340,cust_y0853SIub2Wf5j,246.78,INR,upi,,,,False,,False,,False,,,,,,,,,False,114,3831.41,2,,,,success,False
235965182187,cust_MogFcq69IPbtJD,3499.4,INR,upi,,,,True,True,False,,False,,,,,,,,,False,34,7683.73,1,0.42,,,unrecovered,False
372768733145,cust_gll7p2gNE0f7aX,1464.26,INR,card,400014,HDFC,debit,False,,False,,True,server_timeout,TO1,2026-07-18 05:00:00,Saturday,18.0,False,1.0,1.0,False,1301,2457.1,1,,2026-07-24 14:54:00,153.9,recovered,True
